id,Nombre,Plataforma,Marca,Puntuacion_usuario
13978,Naruto Shippuden: Ultimate Ninja Storm 4,XboxOne,Xbox,82.0
13979,The Dishwasher: Vampire Smile,Xbox360,Xbox,82.0
13980,Hyper Light Drifter,PC,PC_Gamer,82.0
13981,Wipeout HD Fury,PlayStation3,PlayStation,82.0
13982,Day of Infamy,PC,PC_Gamer,82.0
13983,Classic NES Series: Dr. Mario,GameBoyAdvance,Nintendo,82.0
13984,Monster Hunter: World - Iceborne,XboxOne,Xbox,82.0
13985,Feel the Magic: XY/XX,DS,Nintendo,82.0
13986,Big Bang Mini,DS,Nintendo,82.0
13987,Transformers: War for Cybertron,PlayStation3,PlayStation,82.0
13988,The Wolf Among Us: Episode 2 - Smoke and Mirrors,PlayStation3,PlayStation,82.0
13989,Grand Theft Auto: Vice City Stories,PSP,PlayStation,82.0
13990,EA Sports Active,Wii,Nintendo,82.0
13991,Racing Gears Advance,GameBoyAdvance,Nintendo,82.0
13992,DOOM Eternal: The Ancient Gods Part One,PC,PC_Gamer,82.0
13993,Atelier Escha & Logy Plus: Alchemists of the Dusk Sky,PlayStationVita,PlayStation,82.0
13994,I Heart Geeks!,DS,Nintendo,82.0
13995,The Lord of the Rings: The Two Towers,Xbox,Xbox,82.0
13996,Twisted Metal: Head-On,PSP,PlayStation,82.0
13997,Pokemon Mystery Dungeon: Rescue Team DX,Switch,Nintendo,82.0
13998,Madden NFL 2004,PlayStation2,PlayStation,82.0
13999,Dance Dance Revolution Disney Mix,PlayStation,PlayStation,82.0
14000,LEGO City Undercover,WiiU,Nintendo,82.0
14001,Monster Train,PC,PC_Gamer,82.0
14002,Fight Night 2004,Xbox,Xbox,82.0
14003,World Driver Championship,Nintendo64,Nintendo,82.0
14004,Tomb Raider Underworld: Lara's Shadow,Xbox360,Xbox,82.0
14005,Drakengard,PlayStation2,PlayStation,82.0
14006,Rogue Trooper: Quartz Zone Massacre,Wii,Nintendo,82.0
14007,Slay the Spire,Switch,Nintendo,82.0
14008,Klonoa,Wii,Nintendo,82.0
14009,Destroy All Humans!,Xbox,Xbox,82.0
14010,WWE SmackDown! vs. Raw 2006,PSP,PlayStation,82.0
14011,Aliens: Infestation,DS,Nintendo,82.0
14012,Vectronom,Switch,Nintendo,82.0
14013,Theme Park Roller Coaster,PlayStation2,PlayStation,82.0
14014,Pinball FX 2,Xbox360,Xbox,82.0
14015,Knock-knock,PC,PC_Gamer,82.0
14016,Zone of the Enders HD Collection,Xbox360,Xbox,82.0
14017,Captain Toad: Treasure Tracker - Special Episode,Switch,Nintendo,82.0
14018,2010 FIFA World Cup South Africa,Xbox360,Xbox,82.0
14019,Mega Man X Legacy Collection 2,Switch,Nintendo,82.0
14020,.hack//Quarantine Part 4,PlayStation2,PlayStation,82.0
14021,Marble Blast Ultra,Xbox360,Xbox,82.0
14022,Need for Speed Underground,GameCube,Nintendo,82.0
14023,Battlefield 2: Modern Combat,Xbox,Xbox,82.0
14024,F-Zero GP Legend,GameBoyAdvance,Nintendo,82.0
14025,Freedom Fighters,PlayStation2,PlayStation,82.0
14026,Barnyard,PlayStation2,PlayStation,82.0
14027,Broken Sword: Shadow of the Templars - The Director's Cut,Wii,Nintendo,82.0
14028,Sayonara Wild Hearts,Switch,Nintendo,82.0
14029,S.L.A.I.: Steel Lancer Arena International,PlayStation2,PlayStation,82.0
14030,Kerbal Space Program,PC,PC_Gamer,82.0
14031,Rocksmith,Xbox360,Xbox,82.0
14032,Aggressors: Ancient Rome,PC,PC_Gamer,82.0
14033,Mario & Luigi: Dream Team,3DS,Nintendo,82.0
14034,Darkwood,PC,PC_Gamer,82.0
14035,Halo: Reach,Xbox360,Xbox,82.0
14036,Rune Factory: A Fantasy Harvest Moon,DS,Nintendo,82.0
14037,SSX 3,Xbox,Xbox,82.0
14038,All-Star Baseball 2004,GameCube,Nintendo,82.0
14039,NyxQuest: Kindred Spirits,Wii,Nintendo,82.0
14040,"Shaman King: Legacy of the Spirits, Sprinting Wolf",GameBoyAdvance,Nintendo,82.0
14041,Halo: Combat Evolved Anniversary,Xbox360,Xbox,82.0
14042,BioShock 2,Xbox360,Xbox,82.0
14043,Crimson Sea,Xbox,Xbox,82.0
14044,Burnout 2: Point of Impact,PlayStation2,PlayStation,82.0
14045,Art Style: ORBIENT,Wii,Nintendo,82.0
14046,No Man's Sky Beyond,PlayStation4,PlayStation,82.0
14047,Shantae and the Pirate's Curse,Switch,Nintendo,82.0
14048,The Void,PC,PC_Gamer,82.0
14049,Bee Movie Game,PlayStation2,PlayStation,82.0
14050,Assassin's Creed: Brotherhood,PC,PC_Gamer,82.0
14051,Wipeout HD,PlayStation3,PlayStation,82.0
14052,ilomilo,Xbox360,Xbox,82.0
14053,Greg Hastings' Tournament Paintball Max'd,PlayStation2,PlayStation,82.0
14054,Left 4 Dead 2: The Passing,Xbox360,Xbox,82.0
14055,Zero Escape: Zero Time Dilemma,PlayStationVita,PlayStation,82.0
14056,Hatsune Miku: Project Diva F,PlayStation3,PlayStation,82.0
14057,The King of Fighters XIII,PlayStation3,PlayStation,82.0
14058,Fight Night Round 3,PlayStation2,PlayStation,82.0
14059,CastleStorm,Switch,Nintendo,82.0
14060,All-Star Baseball 2005,Xbox,Xbox,82.0
14061,"Warhammer 40,000: Mechanicus",PC,PC_Gamer,82.0
14062,Breakdown,Xbox,Xbox,82.0
14063,Blade,PlayStation,PlayStation,82.0
14064,Sins of a Solar Empire,PC,PC_Gamer,82.0
14065,Call of Duty 2,Xbox360,Xbox,82.0
14066,Ultimate Spider-Man,PlayStation2,PlayStation,82.0
14067,Shadowbane,PC,PC_Gamer,82.0
14068,The Wolf Among Us: Episode 5 - Cry Wolf,PlayStation3,PlayStation,82.0
14069,Victoria II,PC,PC_Gamer,82.0
14070,Soul Sacrifice,PlayStationVita,PlayStation,82.0
14071,Utawarerumono: Mask of Truth,PlayStation4,PlayStation,82.0
14072,Tekken 6,PSP,PlayStation,82.0
14073,Professor Layton and the Last Specter,DS,Nintendo,82.0
14074,WarioWare D.I.Y.,DS,Nintendo,82.0
14075,Dragon Ball Z: Budokai 2,PlayStation2,PlayStation,82.0
14076,BioShock 2,PlayStation3,PlayStation,82.0
14077,NCAA College Basketball 2K3,PlayStation2,PlayStation,82.0
14078,Robocalypse,DS,Nintendo,82.0
14079,Monster Boy and the Cursed Kingdom,Switch,Nintendo,83.0
14080,Grand Theft Auto V,PlayStation3,PlayStation,83.0
14081,The Walking Dead: Episode 2 - Starved for Help,PlayStation3,PlayStation,83.0
14082,CrossCode,PC,PC_Gamer,83.0
14083,Shovel Knight,3DS,Nintendo,83.0
14084,Outlast,PC,PC_Gamer,83.0
14085,The Banner Saga 2,Switch,Nintendo,83.0
14086,Baten Kaitos: Eternal Wings and the Lost Ocean,GameCube,Nintendo,83.0
14087,Forza Motorsport 4,Xbox360,Xbox,83.0
14088,Wave Race 64,Nintendo64,Nintendo,83.0
14089,Galactic Civilizations II: Twilight of the Arnor,PC,PC_Gamer,83.0
14090,Tom Clancy's Splinter Cell Double Agent,PlayStation2,PlayStation,83.0
14091,The Banner Saga 2,PC,PC_Gamer,83.0
14092,F1 2001,PlayStation2,PlayStation,83.0
14093,X-Men Legends II: Rise of Apocalypse,PC,PC_Gamer,83.0
14094,Flat Heroes,Switch,Nintendo,83.0
14095,Dark Souls III: The Ringed City,PC,PC_Gamer,83.0
14096,F1 2001,PlayStation2,PlayStation,83.0
14097,Warhawk,PlayStation3,PlayStation,83.0
14098,Dishonored: The Knife of Dunwall,PC,PC_Gamer,83.0
14099,Tales From Space: Mutant Blobs Attack,PlayStationVita,PlayStation,83.0
14100,Under Night In-Birth Exe:Late,PlayStation3,PlayStation,83.0
14101,Command & Conquer: Generals,PC,PC_Gamer,83.0
14102,World Soccer Winning Eleven 7 International,PlayStation2,PlayStation,83.0
14103,Valkyria Chronicles II,PSP,PlayStation,83.0
14104,Tron 2.0,PC,PC_Gamer,83.0
14105,CrossCode,Switch,Nintendo,83.0
14106,Racquet Sports,Wii,Nintendo,83.0
14107,Mortal Kombat,Xbox360,Xbox,83.0
14108,DEFCON: Everybody Dies,PC,PC_Gamer,83.0
14109,Enemy Territory: Quake Wars,PC,PC_Gamer,83.0
14110,Grand Theft Auto V,Xbox360,Xbox,83.0
14111,Ridge Racer 64,Nintendo64,Nintendo,83.0
14112,Gauntlet Dark Legacy,Xbox,Xbox,83.0
14113,SOMA,XboxOne,Xbox,83.0
14114,Max Payne 2: The Fall of Max Payne,Xbox,Xbox,83.0
14115,Empire Earth,PC,PC_Gamer,83.0
14116,Portal: Still Alive,Xbox360,Xbox,83.0
14117,This War of Mine,PC,PC_Gamer,83.0
14118,Life is Strange: Episode 5 - Polarized,PlayStation4,PlayStation,83.0
14119,The Binding of Isaac: Afterbirth,PC,PC_Gamer,83.0
14120,Conflict: Desert Storm,PlayStation2,PlayStation,83.0
14121,Space Station Silicon Valley,Nintendo64,Nintendo,83.0
14122,Dragon Quest Builders 2,Switch,Nintendo,83.0
14123,Quake III Arena,Dreamcast,OTRO,83.0
14124,Pinball Hall of Fame: The Williams Collection,Xbox360,Xbox,83.0
14125,Grand Theft Auto: Chinatown Wars,DS,Nintendo,83.0
14126,Trauma Center: Under the Knife,DS,Nintendo,83.0
14127,Transistor,Switch,Nintendo,83.0
14128,Football Manager 2011,PC,PC_Gamer,83.0
14129,Splatoon 2: Octo Expansion,Switch,Nintendo,83.0
14130,Grand Theft Auto III,PC,PC_Gamer,83.0
14131,Sonic & All-Stars Racing Transformed,Xbox360,Xbox,83.0
14132,The Binding of Isaac: Afterbirth +,Switch,Nintendo,83.0
14133,Pokemon Diamond Version,DS,Nintendo,83.0
14134,Thief: Deadly Shadows,PC,PC_Gamer,83.0
14135,World Racing,Xbox,Xbox,83.0
14136,Phoenix Wright: Ace Attorney - Spirit of Justice,3DS,Nintendo,83.0
14137,NBA 2K6,PlayStation2,PlayStation,83.0
14138,Danganronpa 1-2 Reload,PlayStation4,PlayStation,83.0
14139,Rakuen,PC,PC_Gamer,83.0
14140,Borderlands Legendary Collection,Switch,Nintendo,83.0
14141,Yakuza Kiwami 2,PlayStation4,PlayStation,83.0
14142,Wizardry 8,PC,PC_Gamer,83.0
14143,Obscure: The Aftermath,Wii,Nintendo,83.0
14144,Sid Meier's Civilization IV,PC,PC_Gamer,83.0
14145,NASCAR 08,PlayStation2,PlayStation,83.0
14146,Fallout 3: Broken Steel,Xbox360,Xbox,83.0
14147,Tropico,PC,PC_Gamer,83.0
14148,Finding Paradise,PC,PC_Gamer,83.0
14149,NCAA Football 2004,PlayStation2,PlayStation,83.0
14150,Terminator: Resistance,XboxOne,Xbox,83.0
14151,Journey,PlayStation4,PlayStation,83.0
14152,Thimbleweed Park,Switch,Nintendo,83.0
14153,The Banner Saga 3,Switch,Nintendo,83.0
14154,SteamWorld Dig 2,PC,PC_Gamer,83.0
14155,Super Stardust HD,PlayStation3,PlayStation,83.0
14156,Mega Man 11,PlayStation4,PlayStation,83.0
14157,Bayonetta,Switch,Nintendo,83.0
14158,Botanicula,PC,PC_Gamer,83.0
14159,Mario & Luigi: Superstar Saga + Bowser's Minions,3DS,Nintendo,83.0
14160,Starcraft II: Wings of Liberty,PC,PC_Gamer,83.0
14161,Super Mario 64 DS,DS,Nintendo,83.0
14162,Hot Shots Golf: Out of Bounds,PlayStation3,PlayStation,83.0
14163,Top Spin 4,Xbox360,Xbox,83.0
14164,Hammer & Sickle,PC,PC_Gamer,83.0
14165,DDRMAX2 Dance Dance Revolution,PlayStation2,PlayStation,83.0
14166,Buzz Lightyear of Star Command,Dreamcast,OTRO,83.0
14167,Radiant Silvergun,Xbox360,Xbox,83.0
14168,Children of Morta,PC,PC_Gamer,83.0
14169,The Walking Dead: Season Two Episode 3 - In Harm's Way,PC,PC_Gamer,83.0
14170,Monster 4x4: Masters of Metal,PlayStation2,PlayStation,83.0
14171,Icewind Dale II,PC,PC_Gamer,83.0
14172,The Three Musketeers: One for All!,Wii,Nintendo,83.0
14173,Baroque,Wii,Nintendo,83.0
14174,The Elder Scrolls III: Bloodmoon,PC,PC_Gamer,83.0
14175,FIFA Soccer 2002,GameCube,Nintendo,83.0
14176,Star Wars: Jedi Starfighter,PlayStation2,PlayStation,83.0
14177,Duke Nukem Advance,GameBoyAdvance,Nintendo,83.0
14178,F355 Challenge,Dreamcast,OTRO,83.0
14179,Yakuza 6: The Song of Life,PlayStation4,PlayStation,83.0
14180,Indigo Prophecy,PC,PC_Gamer,83.0
14181,Onimusha: Warlords,PlayStation2,PlayStation,83.0
14182,The Walking Dead: Episode 4 - Around Every Corner,Xbox360,Xbox,83.0
14183,Spider-Man 2,Xbox,Xbox,83.0
14184,Knights and Bikes,Switch,Nintendo,83.0
14185,PixelJunk Monsters Encore,PlayStation3,PlayStation,83.0
14186,Forza Horizon 2,XboxOne,Xbox,83.0
14187,Winning Eleven: Pro Evolution Soccer 2007,PSP,PlayStation,83.0
14188,Bug Fables: The Everlasting Sapling,Switch,Nintendo,83.0
14189,inFamous,PlayStation3,PlayStation,83.0
14190,Huntdown,Switch,Nintendo,83.0
14191,Etrian Odyssey IV: Legends of the Titan,3DS,Nintendo,83.0
14192,Ghostrunner,PC,PC_Gamer,83.0
14193,The Elder Scrolls IV: Shivering Isles,PC,PC_Gamer,83.0
14194,Killer Queen Black,Switch,Nintendo,83.0
14195,Bully: Scholarship Edition,Xbox360,Xbox,83.0
14196,Breath of Fire II,GameBoyAdvance,Nintendo,83.0
14197,INSIDE,XboxOne,Xbox,83.0
14198,Bionic Commando Rearmed,Xbox360,Xbox,83.0
14199,Tetris 99,Switch,Nintendo,83.0
14200,Battle Chef Brigade,Switch,Nintendo,83.0
14201,Turok: Dinosaur Hunter,Nintendo64,Nintendo,83.0
14202,Castlevania: Portrait of Ruin,DS,Nintendo,83.0
14203,Dragon Quest VII: Fragments of the Forgotten Past,3DS,Nintendo,83.0
14204,MVP Baseball 2003,PlayStation2,PlayStation,83.0
14205,Dark Souls III: The Ringed City,PlayStation4,PlayStation,83.0
14206,Antichamber,PC,PC_Gamer,83.0
14207,LEGO The Lord of the Rings,PlayStation3,PlayStation,83.0
14208,Warframe,Switch,Nintendo,83.0
14209,Final Fantasy XIV: Heavensward,PlayStation4,PlayStation,83.0
14210,FIFA 07 Soccer,GameCube,Nintendo,83.0
14211,Titanfall 2,PC,PC_Gamer,83.0
14212,WWE SmackDown! vs. Raw 2006,PlayStation2,PlayStation,83.0
14213,Sonic & All-Stars Racing Transformed,PlayStation3,PlayStation,83.0
14214,Shaman King: Power of Spirit,PlayStation2,PlayStation,83.0
14215,Ghostrunner,PC,PC_Gamer,83.0
14216,"Gabriel Knight 3: Blood of the Sacred, Blood of the Damned",PC,PC_Gamer,83.0
14217,Final Fantasy X / X-2 HD Remaster,PlayStation4,PlayStation,83.0
14218,Gemini Rue,PC,PC_Gamer,83.0
14219,Syberia II,PC,PC_Gamer,83.0
14220,Disgaea 2: Dark Hero Days,PSP,PlayStation,83.0
14221,Children of Morta,Switch,Nintendo,83.0
14222,Freedom Planet,PC,PC_Gamer,83.0
14223,Viewtiful Joe,GameCube,Nintendo,83.0
14224,Need for Speed: Underground,PC,PC_Gamer,83.0
14225,Castle Crashers,PlayStation3,PlayStation,83.0
14226,Tiger Woods PGA Tour 09 All-Play,Wii,Nintendo,83.0
14227,Hand of Fate 2,Switch,Nintendo,83.0
14228,NHL 2002,PlayStation2,PlayStation,83.0
14229,Castlevania Anniversary Collection,Switch,Nintendo,83.0
14230,Muramasa: The Demon Blade,Wii,Nintendo,83.0
14231,Fallout 3: Point Lookout,Xbox360,Xbox,83.0
14232,Super Scribblenauts,DS,Nintendo,83.0
14233,X-Men: The Official Game,GameBoyAdvance,Nintendo,83.0
14234,World Soccer Winning Eleven 6 International,PlayStation2,PlayStation,83.0
14235,Resident Evil 4,PlayStation4,PlayStation,83.0
14236,The Wolf Among Us: Episode 5 - Cry Wolf,Xbox360,Xbox,83.0
14237,James Cameron's Dark Angel,Xbox,Xbox,83.0
14238,Crazy Taxi 2,Dreamcast,OTRO,83.0
14239,Gears of War,Xbox360,Xbox,83.0
14240,Donkey Kong Country Returns 3D,3DS,Nintendo,83.0
14241,Supreme Commander,PC,PC_Gamer,83.0
14242,Secret Weapons Over Normandy,PlayStation2,PlayStation,83.0
14243,Shadowrun: Dragonfall,PC,PC_Gamer,83.0
14244,Ape Escape 2,PlayStation2,PlayStation,83.0
14245,Shadowrun: Dragonfall,PC,PC_Gamer,83.0
14246,The Elder Scrolls V: Skyrim,PC,PC_Gamer,83.0
14247,Tekken Tag Tournament 2,PlayStation3,PlayStation,83.0
14248,Rayman Origins,PC,PC_Gamer,83.0
14249,N+,Xbox360,Xbox,83.0
14250,Mutant Mudds Collection,Switch,Nintendo,83.0
14251,Motorsport Manager,PC,PC_Gamer,83.0
14252,The Nightmare of Druaga,PlayStation2,PlayStation,83.0
14253,Unreal Championship 2: The Liandri Conflict,Xbox,Xbox,83.0
14254,All-Star Baseball 2003,PlayStation2,PlayStation,83.0
14255,Pac-Man World Rally,PlayStation2,PlayStation,83.0
14256,Bomberman Generation,GameCube,Nintendo,83.0
14257,Hitman 2,PlayStation4,PlayStation,83.0
14258,World Soccer Winning Eleven 8 International,PlayStation2,PlayStation,83.0
14259,Baldur's Gate: Dark Alliance II,PlayStation2,PlayStation,83.0
14260,The Walking Dead: Season Two Episode 3 - In Harm's Way,PlayStation3,PlayStation,83.0
14261,Star Wars Jedi Knight: Jedi Academy,Xbox,Xbox,83.0
14262,RoboBlitz,Xbox360,Xbox,83.0
14263,Max Payne,Xbox,Xbox,83.0
14264,MX Superfly,PlayStation2,PlayStation,83.0
14265,Grand Prix Challenge,PlayStation2,PlayStation,83.0
14266,Phantom Brave: We Meet Again,Wii,Nintendo,83.0
14267,Hyrule Warriors,WiiU,Nintendo,83.0
14268,Tomb Raider,PlayStation3,PlayStation,83.0
14269,Overlord,Xbox360,Xbox,83.0
14270,Serious Sam's Bogus Detour,PC,PC_Gamer,83.0
14271,Evolution Worlds,GameCube,Nintendo,83.0
14272,NFL Blitz 20-02,PlayStation2,PlayStation,83.0
14273,Naruto Shippuden: Ultimate Ninja Storm 2,PlayStation3,PlayStation,83.0
14274,The Wolf Among Us: Episode 2 - Smoke and Mirrors,PC,PC_Gamer,83.0
14275,New Super Mario Bros. Wii,Wii,Nintendo,83.0
14276,"WarioWare, Inc.: Mega Party Game$!",GameCube,Nintendo,83.0
14277,Guild Wars,PC,PC_Gamer,83.0
14278,Shadow Hearts: From the New World,PlayStation2,PlayStation,83.0
14279,The Suffering: Ties That Bind,Xbox,Xbox,83.0
14280,Sonic Generations,PlayStation3,PlayStation,83.0
14281,Sega Bass Fishing 2,Dreamcast,OTRO,83.0
14282,Icewind Dale,PC,PC_Gamer,83.0
14283,Chaos;Child,PlayStation4,PlayStation,83.0
14284,Brigandine: The Legend of Runersia,Switch,Nintendo,83.0
14285,Ratchet & Clank: Into the Nexus,PlayStation3,PlayStation,83.0
14286,Grand Kingdom,PlayStationVita,PlayStation,83.0
14287,Solatorobo: Red the Hunter,DS,Nintendo,83.0
14288,Shadows of the Damned,Xbox360,Xbox,83.0
14289,Spec Ops: The Line,Xbox360,Xbox,83.0
14290,LEGO Indiana Jones: The Original Adventures,PSP,PlayStation,83.0
14291,Ys Origin,PC,PC_Gamer,83.0
14292,Star Wars Starfighter: Special Edition,Xbox,Xbox,83.0
14293,Burnout Revenge,Xbox360,Xbox,83.0
14294,de Blob 2,DS,Nintendo,83.0
14295,Drakensang: The Dark Eye,PC,PC_Gamer,83.0
14296,Smash T.V.,Xbox360,Xbox,83.0
14297,echoshift,PSP,PlayStation,83.0
14298,Sly Cooper: Thieves in Time,PlayStation3,PlayStation,83.0
14299,Yomawari: Night Alone,PlayStationVita,PlayStation,83.0
14300,Ghost of a Tale,PC,PC_Gamer,83.0
14301,Concrete Genie,PlayStation4,PlayStation,83.0
14302,Kessen,PlayStation2,PlayStation,83.0
14303,River City Ransom EX,GameBoyAdvance,Nintendo,83.0
14304,Test Drive Unlimited,PlayStation2,PlayStation,83.0
14305,Guilty Gear XX Accent Core,Wii,Nintendo,83.0
14306,Elebits: The Adventures of Kai and Zero,DS,Nintendo,83.0
14307,Bloody Roar: Primal Fury,GameCube,Nintendo,83.0
14308,Beyond Blue,PlayStation4,PlayStation,83.0
14309,.hack//Infection Part 1,PlayStation2,PlayStation,83.0
14310,Evil Genius,PC,PC_Gamer,83.0
14311,Undead Knights,PSP,PlayStation,83.0
14312,Capcom Classics Collection Reloaded,PSP,PlayStation,83.0
14313,Area 51,PlayStation2,PlayStation,83.0
14314,Kenshi,PC,PC_Gamer,83.0
14315,SkyGunner,PlayStation2,PlayStation,83.0
14316,Tales of the Abyss,3DS,Nintendo,83.0
14317,Second Sight,Xbox,Xbox,83.0
14318,Transformers: Fall of Cybertron,PlayStation3,PlayStation,83.0
14319,Deus Ex: Human Revolution,PlayStation3,PlayStation,83.0
14320,Sabre Wulf,GameBoyAdvance,Nintendo,83.0
14321,The Legendary Starfy,DS,Nintendo,83.0
14322,Mortal Kombat: Armageddon,PlayStation2,PlayStation,83.0
14323,Left Alive,PlayStation4,PlayStation,83.0
14324,Jak II,PlayStation2,PlayStation,83.0
14325,Lego Star Wars,GameBoyAdvance,Nintendo,83.0
14326,NHL 2005,PlayStation2,PlayStation,83.0
14327,The Legend of Heroes: Trails of Cold Steel,PlayStationVita,PlayStation,83.0
14328,Tomena Sanner,Wii,Nintendo,83.0
14329,Ar nosurge Plus: Ode to an Unborn Star,PlayStationVita,PlayStation,83.0
14330,NASCAR 2005: Chase for the Cup,PlayStation2,PlayStation,83.0
14331,Alien Hominid,PlayStation2,PlayStation,83.0
14332,Metal Gear Solid 2: Substance,Xbox,Xbox,83.0
14333,Pillars of Eternity,PC,PC_Gamer,83.0
14334,Dissidia 012: Duodecim Final Fantasy,PSP,PlayStation,83.0
14335,Disgaea 3: Absence of Detention,PlayStationVita,PlayStation,83.0
14336,Brandish: The Dark Revenant,PSP,PlayStation,83.0
14337,Need for Speed: Porsche Unleashed,PlayStation,PlayStation,83.0
14338,Capcom Classics Collection,PlayStation2,PlayStation,83.0
14339,Tomb Raider: Anniversary,PSP,PlayStation,83.0
14340,Chaos on Deponia,PC,PC_Gamer,83.0
14341,Bejeweled 3,Xbox360,Xbox,83.0
14342,Helix,Wii,Nintendo,83.0
14343,FIFA Soccer 2005,GameCube,Nintendo,83.0
14344,Resident Evil: Revelations Collection,Switch,Nintendo,83.0
14345,Sonic & Sega All-Stars Racing,Wii,Nintendo,83.0
14346,Insurgency: Sandstorm,PC,PC_Gamer,83.0
14347,Atelier Escha & Logy: Alchemists of the Dusk Sky,PlayStation3,PlayStation,83.0
14348,Sonic Advance 3,GameBoyAdvance,Nintendo,83.0
14349,OutRun Online Arcade,Xbox360,Xbox,83.0
14350,Star Trek: Shattered Universe,PlayStation2,PlayStation,83.0
14351,Monster Hunter Stories,3DS,Nintendo,83.0
14352,SimCity 4: Rush Hour,PC,PC_Gamer,83.0
14353,Iridion II,GameBoyAdvance,Nintendo,83.0
14354,Golf Story,Switch,Nintendo,83.0
14355,Rez,PlayStation2,PlayStation,83.0
14356,Borderlands 2,Xbox360,Xbox,83.0
14357,Conker: Live & Reloaded,Xbox,Xbox,83.0
14358,Gradius Galaxies,GameBoyAdvance,Nintendo,83.0
14359,XCOM: Enemy Unknown,PlayStation3,PlayStation,83.0
14360,Wuppo,PC,PC_Gamer,83.0
14361,7 Wonders of the Ancient World,DS,Nintendo,83.0
14362,X-Men Origins: Wolverine,Xbox360,Xbox,83.0
14363,Dirt Track Racing: Sprint Cars,PC,PC_Gamer,83.0
14364,Marvel vs. Capcom Origins,Xbox360,Xbox,83.0
14365,Nioh 2: The Tengu's Disciple,PlayStation4,PlayStation,83.0
14366,Gun,GameCube,Nintendo,83.0
14367,RollerCoaster Tycoon,Xbox,Xbox,83.0
14368,SkyDrift,Xbox360,Xbox,83.0
14369,The Wolf Among Us: Episode 3 - A Crooked Mile,Xbox360,Xbox,83.0
14370,Second Sight,GameCube,Nintendo,83.0
14371,Hotline Miami,PlayStation3,PlayStation,83.0
14372,Resident Evil Code: Veronica X,GameCube,Nintendo,83.0
14373,Lego Indiana Jones: The Original Adventures,PlayStation2,PlayStation,83.0
14374,Broken Sword: The Sleeping Dragon,Xbox,Xbox,83.0
14375,Dinosaur King,DS,Nintendo,83.0
14376,Kirby 64: The Crystal Shards,Nintendo64,Nintendo,83.0
14377,Lumo,Switch,Nintendo,83.0
14378,Life is Strange: Episode 1 - Chrysalis,XboxOne,Xbox,83.0
14379,VA-11 Hall-A: Cyberpunk Bartender Action,PC,PC_Gamer,83.0
14380,Valiant Hearts: The Great War,PlayStation4,PlayStation,83.0
14381,Tales of Symphonia Chronicles,PlayStation3,PlayStation,83.0
14382,Ace Attorney Investigations: Miles Edgeworth,DS,Nintendo,83.0
14383,NCAA March Madness 2005,PlayStation2,PlayStation,83.0
14384,Pac-Man vs.,GameCube,Nintendo,83.0
14385,Amped: Freestyle Snowboarding,Xbox,Xbox,83.0
14386,Sonic Generations,PC,PC_Gamer,83.0
14387,Worldwide Soccer Manager 2005,PC,PC_Gamer,83.0
14388,Titanfall 2,XboxOne,Xbox,83.0
14389,.hack//G.U. vol. 2//Reminisce,PlayStation2,PlayStation,83.0
14390,Rune Factory 3: A Fantasy Harvest Moon,DS,Nintendo,83.0
14391,DOOM Eternal,PlayStation4,PlayStation,83.0
14392,Hamtaro: Ham-Ham Games,GameBoyAdvance,Nintendo,83.0
14393,Alone in the Dark: The New Nightmare,PlayStation,PlayStation,83.0
14394,Banjo-Kazooie,Xbox360,Xbox,83.0
14395,The Elder Scrolls Online: Tamriel Unlimited,XboxOne,Xbox,83.0
14396,OutRun 2006: Coast 2 Coast,Xbox,Xbox,83.0
14397,ClaDun x2,PSP,PlayStation,83.0
14398,Costume Quest,Xbox360,Xbox,83.0
14399,Godzilla: Save the Earth,Xbox,Xbox,83.0
14400,Strider 2,PlayStation,PlayStation,83.0
14401,Disaster Report,PlayStation2,PlayStation,83.0
14402,One Piece: Grand Battle,PlayStation2,PlayStation,83.0
14403,Harry Potter and the Prisoner of Azkaban,GameBoyAdvance,Nintendo,83.0
14404,Mystery Dungeon: Shiren the Wanderer,DS,Nintendo,83.0
14405,The Walking Dead: Episode 3 - Long Road Ahead,Xbox360,Xbox,83.0
14406,Shining Force Neo,PlayStation2,PlayStation,83.0
14407,Pokemon Super Mystery Dungeon,3DS,Nintendo,83.0
14408,Worms 3D,Xbox,Xbox,83.0
14409,Worms 4: Mayhem,Xbox,Xbox,83.0
14410,ATV Quad Power Racing 2,GameCube,Nintendo,83.0
14411,Sega Superstars Tennis,PlayStation2,PlayStation,83.0
14412,L.A. Noire: Nicholson Electroplating Disaster,Xbox360,Xbox,83.0
14413,What Remains of Edith Finch,PlayStation4,PlayStation,83.0
14414,Death Tank,Xbox360,Xbox,83.0
14415,Vexx,Xbox,Xbox,83.0
14416,Duel Masters,PlayStation2,PlayStation,83.0
14417,Ar tonelico: Melody of Elemia,PlayStation2,PlayStation,83.0
14418,3000th Duel,Switch,Nintendo,83.0
14419,Harvest Moon: Tree of Tranquility,Wii,Nintendo,83.0
14420,Suzuki TT Superbikes,PlayStation2,PlayStation,83.0
14421,Air Traffic Chaos,DS,Nintendo,83.0
14422,MX vs. ATV Untamed,Wii,Nintendo,83.0
14423,Crash Twinsanity,Xbox,Xbox,83.0
14424,Sid Meier's Pirates!,PC,PC_Gamer,83.0
14425,NBA Street Vol. 2,GameCube,Nintendo,83.0
14426,Bomberman Live: Battlefest,Xbox360,Xbox,83.0
14427,Point Blank DS,DS,Nintendo,83.0
